epoch,step,n_vis,train_loss,train_acc,train_ppl,train_te,val_loss,val_acc,val_ppl,val_te,sav_version
0,1835,0,2.041396347443479,0.4557774182561308,8.722676413501427,0.3460910217848763,1.867860860573618,0.49722450657894735,6.947820596926413,0.2921326233647382,1
1,3670,0,1.8503618671069029,0.5144637687329701,6.761092183786853,0.31133130802611997,1.7964070960095053,0.5250137061403509,6.4569101778909905,0.2936403231044686,2
2,5505,0,1.8186620164632148,0.5194461001362398,6.533055256785777,0.30659864155708005,1.7607785839783519,0.5197299890350877,6.209439985180747,0.2876684052836491,3
3,7340,0,1.7513590560946868,0.5297801004768392,6.0756583947875225,0.296115033392821,1.6819105261250547,0.5364309210526316,5.716802183069948,0.27365106663110583,4
4,9175,0,1.68138903684772,0.5456009451634878,5.671357226097816,0.28440000872326515,1.6101821184158325,0.554735471491228,5.29430828949205,0.2604174253804664,5
5,11010,0,1.6356370836252738,0.5560765071525886,5.397626960358078,0.27691461673737233,1.5767575508669802,0.5688459429824562,5.1157630185703225,0.25474603554357717,6
6,12845,0,1.6066485446545344,0.5626128235694823,5.240513655060658,0.2720478939404719,1.5701680377910012,0.5696066337719299,5.102533989242291,0.24946477620175833,7
7,14680,0,1.5804776754950958,0.5664850136239782,5.112146336636247,0.2679241794267346,1.568829507576792,0.5704769736842106,5.103234639822327,0.23954512276743956,8
8,16515,0,1.5624619394621992,0.5713630364441417,5.024561049600672,0.26494891031371315,1.5529991846335562,0.5720394736842105,5.025959680776041,0.24223165749307657,9
9,18350,0,1.5409902196489174,0.5743124148501363,4.891205277103571,0.2620670610674995,1.5569321224564001,0.5708196271929825,5.039491184280789,0.2461884019858786,10
10,20185,0,1.521210339478641,0.5783687414850136,4.794128124277828,0.25879796502232116,1.5486177921295166,0.5764048793859649,4.99978923058395,0.2345507500398223,11
11,22020,0,1.4996179259765376,0.5829657697547684,4.684668673722721,0.25536738991471025,1.5310517762836657,0.575280975877193,4.9160855307047395,0.24276446958199402,12
12,23855,0,1.476538816784643,0.586336639986376,4.579445957157275,0.252549127208574,1.5378681076200384,0.5738555372807017,4.959749669801889,0.22988988507305966,13
13,25690,0,1.4545002346142761,0.5908772564713897,4.472183626635936,0.2490312474686134,1.56214080923482,0.5736293859649123,5.09258057265866,0.22118785689987486,14
14,27525,0,1.4266853147371588,0.594951677452316,4.333753300526363,0.24503498636872145,1.5577870695214522,0.5744654605263158,5.068960618727038,0.22400467354962172,15
15,29360,0,1.4017604575007747,0.6004300068119891,4.216298090264071,0.24139616383973675,1.559336541200939,0.5745751096491227,5.092718188578287,0.2153023239534401,16
16,31195,0,1.3644049204662645,0.6068130534741144,4.057199627992827,0.2355725238353919,1.5750892532499212,0.5772066885964912,5.197617595367883,0.210753832021261,17
17,33030,0,1.3312654105454116,0.6136867762261581,3.912612142739362,0.2306207321817907,1.593489378377011,0.5710046600877193,5.28632724170575,0.20806404973838685,18
18,34865,0,1.2935663847897294,0.6219037380790191,3.7644220987853045,0.22483405579705276,1.6256727124515333,0.5687705592105263,5.5299806827054745,0.20006912993994186,19
19,36700,0,1.2484589001138464,0.6302377809945504,3.584044387926549,0.2177854887014388,1.6494310284915723,0.5657003837719299,5.679478939868262,0.19735023665767953,20
20,38535,0,1.20463592788504,0.6413530313351499,3.4216462656273277,0.21036121926072682,1.6542823854245639,0.5711554276315789,5.736531091743458,0.1893279188074253,21
21,40370,0,1.1581983688092037,0.6521159741144414,3.264106430190797,0.20249877549457868,1.7227651451763353,0.5603618421052632,6.163344184582467,0.19276771373244359,22
22,42205,0,1.1117117131763323,0.6633036018392371,3.103532792362587,0.1948112896254266,1.7449526096645154,0.5604851973684211,6.365288722875137,0.183424942590446,23
23,44040,0,1.0661327789849742,0.6746359843324251,2.9651879414505413,0.18710652355788512,1.7988138606673794,0.5604714912280702,6.791644119727914,0.17128648784231595,24
24,45875,0,1.0189850712342223,0.6869252384196185,2.8257520075410794,0.1787003167039925,1.8200837053750691,0.5599986293859649,6.993791327313551,0.17053552352148316,25
25,47710,0,0.977870496660877,0.6975221389645777,2.7128809982443465,0.1717745093403893,1.8610463349442734,0.5615679824561404,7.443046451890382,0.15927850987172967,26
26,49545,0,0.9364849642609381,0.7087331829019073,2.5944013613098424,0.1644175243607004,1.91092596556011,0.556359649122807,7.835754229705392,0.1538597856905503,27
27,51380,0,0.8943941238140865,0.719127852520436,2.486687394341432,0.15730734549900122,1.9589075985707736,0.5533237390350877,8.09574255447683,0.15330241792152727,28
